Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,SG_DSR_LEGREG,716,_T,_T,_T,NUMBER,0,N,2014,1.0
2015,SG_DSR_LEGREG,716,_T,_T,_T,NUMBER,0,N,2015,1.0
2016,SG_DSR_LEGREG,716,_T,_T,_T,NUMBER,0,N,2016,1.0
2017,SG_DSR_LEGREG,716,_T,_T,_T,NUMBER,0,N,2017,1.0
2018,SG_DSR_LEGREG,716,_T,_T,_T,NUMBER,0,N,2018,1.0
2019,SG_DSR_LEGREG,716,_T,_T,_T,NUMBER,0,N,2019,1.0
