Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2017,EG_EGY_CLEAN,716,_T,_T,_T,PT,0,N,2017,21.6
2019,EG_EGY_CLEAN,716,_T,_T,_T,PT,0,N,2019,27.7
