Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2019,VC_SNS_WALN,716,F,_T,_T,PT,0,N,2019,47.9
2019,VC_SNS_WALN,716,M,_T,_T,PT,0,N,2019,82.8
