Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,EN_URB_OPENSP,716,_T,_T,_T,NUMBER,0,N,2014,0.05
2015,EN_URB_OPENSP,716,_T,_T,_T,NUMBER,0,N,2015,0.05
2016,EN_URB_OPENSP,716,_T,_T,_T,NUMBER,0,N,2016,0.05
2017,EN_URB_OPENSP,716,_T,_T,_T,NUMBER,0,N,2017,0.05
2018,EN_URB_OPENSP,716,_T,_T,_T,NUMBER,0,N,2018,0.05
