Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,IC_GEN_MGTL,716,F,_T,_T,PT,0,N,2014,27.6
2017,IC_GEN_MGTL,716,F,_T,_T,PT,0,N,2017,31.0
