Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,IT_MOB_2GNTWK,716,_T,_T,_T,PT,0,N,2014,96.0
