Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,AG_FPA_COMM,716,_T,_T,_T,PT,0,N,2014,58.8566143687747
2015,AG_FPA_COMM,716,_T,_T,_T,PT,0,N,2015,56.8900470070933
2016,AG_FPA_COMM,716,_T,_T,_T,PT,0,N,2016,55.03794245916
2017,AG_FPA_COMM,716,_T,_T,_T,PT,0,N,2017,56.4157635344363
2018,AG_FPA_COMM,716,_T,_T,_T,PT,0,N,2018,64.7928089703452
