Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,EN_LND_SLUM,716,_T,_T,_T,PT,0,N,2014,0.33
2015,EN_LND_SLUM,716,_T,_T,_T,PT,0,N,2015,0.33
2016,EN_LND_SLUM,716,_T,_T,_T,PT,0,N,2016,0.33
2017,EN_LND_SLUM,716,_T,_T,_T,PT,0,N,2017,0.4
2018,EN_LND_SLUM,716,_T,_T,_T,PT,0,N,2018,0.33
2019,EN_LND_SLUM,716,_T,_T,_T,PT,0,N,2019,0.33
