Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,SP_DYN_ADKL,716,F,Y15T19,_T,"per 1,000 population",0,N,2015,110.0
2017,SP_DYN_ADKL,716,F,Y15T19,_T,"per 1,000 population",0,N,2017,77.6
2019,SP_DYN_ADKL,716,F,Y15T20,_T,"per 1,000 population",0,N,2019,108.0
