Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2019,VC_VOV_DCMN,716,F,_T,_T,PT,0,N,2019,25.2
2019,VC_VOV_DCMN,716,M,_T,_T,PT,0,N,2019,25.9
