Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2019,SE_PRE_GPIPARTN,716,_T,_T,_T,Index,0,N,2019,1.0
2019,SE_LGP_ACHI,716,_T,_T,_T,Index,0,N,2019,1.19
