Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2017,VC_DSR_MISS,716,_T,_T,_T,"per 100,000 population",0,N,2017,158.0
