Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,SL_ISV_IFRM,716,_T,_T,_T,PT,0,N,2014,50.0
2017,SL_ISV_IFRM,716,_T,_T,_T,PT,0,N,2017,38.9
