Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,SL_EMP_GTOTL,716,_T,_T,_T,PT,0,N,2014,36.1308191869132
2015,SL_EMP_GTOTL,716,_T,_T,_T,PT,0,N,2015,36.4952760133087
2016,SL_EMP_GTOTL,716,_T,_T,_T,PT,0,N,2016,37.2280676188043
2017,SL_EMP_GTOTL,716,_T,_T,_T,PT,0,N,2017,37.4495374125864
2018,SL_EMP_GTOTL,716,_T,_T,_T,PT,0,N,2018,34.2124100471239
