Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,EG_ELC_ACCS,716,_T,_T,_T,PT,0,N,2014,60.0
2015,EG_ELC_ACCS,716,_T,_T,_T,PT,0,N,2015,33.7
2017,EG_ELC_ACCS,716,_T,_T,_T,PT,0,N,2017,46.3
2019,EG_ELC_ACCS,716,_T,_T,_T,PT,0,N,2019,55.3
