Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,SH_STA_TRAF,716,_T,_T,_T,"per 100,000 population",0,N,2014,2042.0
2015,SH_STA_TRAF,716,_T,_T,_T,"per 100,000 population",0,N,2015,2368.0
2016,SH_STA_TRAF,716,_T,_T,_T,"per 100,000 population",0,N,2016,1584.0
2017,SH_STA_TRAF,716,_T,_T,_T,"per 100,000 population",0,N,2017,1793.0
2018,SH_STA_TRAF,716,_T,_T,_T,"per 100,000 population",0,N,2018,1918.0
