Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,NV_IND_MANF,716,_T,_T,_T,PT,0,N,2014,12.6
2015,NV_IND_MANF,716,_T,_T,_T,PT,0,N,2015,11.9
2016,NV_IND_MANF,716,_T,_T,_T,PT,0,N,2016,11.6
2017,NV_IND_MANF,716,_T,_T,_T,PT,0,N,2017,11.0
