Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2017,SE_PRE_PARTN,716,M,_T,_T,PT,0,N,2017,74.1
2019,SE_PRE_PARTN,716,_T,_T,_T,PT,0,N,2019,81.0
