Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,BX_TRF_PWKR,716,_T,_T,_T,PT,0,N,2014,6.0
2015,BX_TRF_PWKR,716,_T,_T,_T,PT,0,N,2015,6.3
2016,BX_TRF_PWKR,716,_T,_T,_T,PT,0,N,2016,5.4
2017,BX_TRF_PWKR,716,_T,_T,_T,PT,0,N,2017,4.7
