Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2017,SG_REG_BRTH,716,_T,_T,_T,PT,0,N,2017,38.2
2019,SG_REG_BRTH,716,_T,_T,_T,PT,0,N,2019,48.7
