Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2014,NY_GDP_PCAP,716,_T,_T,_T,PT,0,N,2014,2.1
2015,NY_GDP_PCAP,716,_T,_T,_T,PT,0,N,2015,2.4
2016,NY_GDP_PCAP,716,_T,_T,_T,PT,0,N,2016,2.9
2017,NY_GDP_PCAP,716,_T,_T,_T,PT,0,N,2017,7.3
