Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,SH_STA_STUNT,716,_T,_T,_T,PT,0,N,2015,26.8
2019,SH_STA_STUNT,716,_T,_T,_T,PT,0,N,2019,23.5
