Value,Disaggregation combinations using this value,Number of indicators
_T,175,68
Y_GE15,3,2
Y0T4,2,1
Y15T19,2,1
Y15T20,1,1
Y15T24,4,2
Y15T49,5,3
Y20T24,6,1
Y5T17,3,1
